Flow,Qty,Unit,UUID,GWP,AP,EP,ODP,POCP,CO2,CH4,N2O,Elec_Qty,Elec_Unit,Elec_GWP,Elec_AP,Elec_EP,Elec_ODP,Elec_POCP,Elec_CO2,Elec_CH4,Elec_N2O
"Acetic acid, at plant",1,kg,e4a61018-9f98-3049-95c1-33b1acaa904e,1.354517044,0.004513003,0.000301187,1.62E-09,0.100613947,1.059351828,0.01043048,1.16E-05,0.607142908,MJ,0.09637672,0.000208363,1.10E-05,1.44E-09,0.004424749,0.091204208,0.000172741,1.15E-06
"Acrylonitrile, at plant",1,kg,a2e7aa17-9318-3bb8-91d6-22a32a9e8019,2.268201506,0.010853197,0.00036762,1.05E-08,0.157789398,1.7661,0.01769909,2.41E-05,0,MJ,0,0,0,0,0,0,0,0
Acrylonitrile; at plant,1,kg,13abc978-777f-4929-9990-4f53976d032f,2.549050066,0.006050352,0.000763431,5.06E-09,4.159889617,2.213041648,0.009700021,0.000242835,0.943477498,MJ,0.136760279,0.000295671,1.57E-05,2.04E-09,0.006278797,0.129420393,0.000245122,1.64E-06
"Acrylonitrile-butadiene-styrene, ABS, copolymer resin, at plant",1,kg,0e42a306-ee2d-362e-8bc3-580000096459,3.257346565,0.006163412,0.00150729,6.24E-08,1.079507604,2.969630727,0.009138957,0.000112823,2.787723515,MJ,0.433045662,0.000936231,4.96E-05,6.45E-09,0.019881546,0.409804222,0.000776169,5.18E-06
"Alumina, at plant",1,kg,91beb684-4d04-38b9-8800-a274762a9d44,1.399875547,0.004779878,0.00052342,2.34E-08,0.098147734,1.333796544,0.002123911,2.46E-05,1.002139758,MJ,0.123895394,0.00051674,2.07E-05,1.05E-09,0.006306305,0.118000571,0.000192253,1.85E-06
"Aluminum ingot, production mix, at plant",1,kg,a8eb9a6a-e8e6-3da6-a3ab-20dcf68e883a,4.624450641,0.028175632,0.000501163,2.69E-10,0.228496407,4.1097388,0.006926004,5.13E-05,0,MJ,0,0,0,0,0,0,0,0
"Aluminum, cold rolling, at plant",1,kg,2b196386-eb1a-352a-aeda-4d003144f6df,5.314994166,0.028632025,0.000620769,4.76E-10,0.253545081,4.7922,0.0080649,6.21E-05,0,MJ,0,0,0,0,0,0,0,0
"Aluminum, extrusion, at plant",1,kg,77fe2197-8861-3569-8d85-07151789b1e7,6.555227767,0.037457901,0.000773635,4.41E-10,0.33029903,5.8547,0.010398,0.000083942,0,MJ,0,0,0,0,0,0,0,0
"Aluminum, hot rolling, at plant",1,kg,381d3e3d-29ae-3101-a95b-56a4cec08486,3.921854819,0.021888406,0.000425942,2.68E-10,0.188320954,3.519,0.0059234,0.000043883,0,MJ,0,0,0,0,0,0,0,0
"Aluminum, primary ingot, at plant",1,kg,99963138-ddf9-3b32-9e93-69593d76cb08,8.90333901,0.056442608,0.000969886,4.63E-10,0.448493354,7.8747,0.013279,9.99E-05,0,MJ,0,0,0,0,0,0,0,0
"Aluminum, primary, ingot, at plant, 1998",1,kg,21aeedbf-933a-3570-8b9e-a44dc6fa6637,13.62015597,0.080651501,0.002237984,4.96E-08,0.6225121,10.48901969,0.016411621,0.000188892,58.67918402,MJ,6.22427686,0.050107849,0.000814331,4.56E-09,0.394853082,5.901105944,0.01022716,0.000138568
"Aluminum, primary, smelt, at plant",1,kg,4b0fe164-84c7-31e2-a3fc-ff570cd264e1,13.33244268,0.079520918,0.002157936,4.94E-08,0.606516913,10.21670541,0.015902921,0.000184538,57.96618331,MJ,6.152066059,0.049462699,0.000804857,4.65E-09,0.390079031,5.83264321,0.010109514,0.000136847
"Aluminum, secondary ingot, at plant",1,kg,bcc68f88-debb-3fc3-93ee-5ceadcef0b14,0.674707531,0.002083039,6.85E-05,9.03E-11,0.025422303,0.63439,0.0010617,6.49E-06,0,MJ,0,0,0,0,0,0,0,0
"Aluminum, secondary, extruded",1,kg,eb50f56e-3104-3eb1-8d18-7add74f841e7,2.421927242,0.005375331,0.000250414,1.75E-08,0.103953227,2.269599226,0.004833743,2.95E-05,7.260990465,MJ,1.166780565,0.002522543,0.000133612,1.74E-08,0.053568027,1.104159777,0.002091277,1.40E-05
"Aluminum, secondary, ingot, at plant, 1998",1,kg,f525f32d-e3e4-3434-883d-e4b224a47524,0.697702112,0.001153045,8.74E-05,2.04E-09,0.034417032,0.645442775,0.001764254,1.06E-05,0.794269126,MJ,0.127632419,0.000275937,1.46E-05,1.90E-09,0.005859728,0.120782423,0.000228762,1.53E-06
"Aluminum, secondary, ingot, from automotive scrap, at plant",1,kg,3d53c055-f03b-381f-966e-6d61abbe88a0,0.973657893,0.00173458,0.000118026,5.91E-09,0.046957749,0.906038861,0.002278145,1.40E-05,2.413277386,MJ,0.387793534,0.000838397,4.44E-05,5.78E-09,0.017803977,0.366980763,0.000695061,4.64E-06
"Aluminum, secondary, ingot, from beverage cans, at plant",1,kg,9cc8fafa-e232-3d86-a473-6b5d04431999,0.973657893,0.00173458,0.000118026,5.91E-09,0.046957749,0.906038861,0.002278145,1.40E-05,2.413277386,MJ,0.387793534,0.000838397,4.44E-05,5.78E-09,0.017803977,0.366980763,0.000695061,4.64E-06
"Aluminum, secondary, rolled",1,kg,3f888c9f-35e2-3162-bc14-49700cff888c,2.444112723,0.018615436,0.00108571,1.90E-08,0.573267794,2.295451493,0.004706026,2.91E-05,7.889714101,MJ,1.267811205,0.002740968,0.000145181,1.89E-08,0.058206441,1.199768132,0.002272359,1.52E-05
"Aluminum, secondary, shape casted",1,kg,a9fd0eec-60dd-3506-8a22-6f8715f80f4e,2.529910568,0.004948153,0.000238279,8.21E-09,0.106717292,2.346871572,0.005902527,3.38E-05,3.014429127,MJ,0.483170963,0.0010446,5.53E-05,7.20E-09,0.022182847,0.457239312,0.000866011,5.78E-06
"Aluminum, sheet, coated, at plant",1,kg,0f02f4bf-055b-35ff-ac40-1a21be06165f,4.827141599,0.029107186,0.000607628,2.15E-09,0.258716405,4.306020613,0.007136793,5.31E-05,0.662104282,MJ,0.106328324,0.000229878,1.22E-05,1.58E-09,0.004881636,0.100621713,0.000190577,1.27E-06
"Ammonia, steam reforming, liquid, at plant",1,kg,33f08f48-349e-31f1-b600-aa7e9713ca50,0.694600499,0.00328223,0.000261203,1.32E-09,0.041201305,0.58927898,0.003693732,7.05E-06,0.518386044,MJ,0.083300311,0.000180093,9.54E-06,1.24E-09,0.003824398,0.078829606,0.000149303,9.97E-07
Aniline; at plant,1,kg,363e9105-a6ea-356e-a537-06c9facf5b14,1.880002434,0.004816564,0.001873061,1.06E-08,0.130839845,1.701443076,0.003276445,0.000327219,1.361224762,MJ,0.170557645,0.00036874,1.95E-05,2.54E-09,0.007830467,0.161403864,0.000305699,2.04E-06
"Anode, at plant",1,kg,caefe875-8560-3e7f-a8b7-a002485f75d6,1.341436948,0.00846236,0.000791186,6.36E-09,0.067689154,1.205825026,0.004760811,8.42E-06,1.332605878,MJ,0.214138642,0.000462961,2.45E-05,3.19E-09,0.009831313,0.202645881,0.000383811,2.56E-06
"Anthracite coal, combusted in industrial boiler",1,kg,27e8fce4-a5c1-37af-84b9-763582a5ca3e,3.558882626,0.061961674,0.000429223,4.03E-10,0.221353349,3.503172643,0.001977119,1.30E-06,0.093864856,MJ,0.015083299,3.26E-05,1.73E-06,2.25E-10,0.000692489,0.014273783,2.70E-05,1.80E-07
"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid",1,kg,28d7d56e-a751-492c-9bb1-08f19ea4ac37,0.656131358,0.00194207,0.000174697,2.85E-11,0.03680617,0.58693829,0.002388949,8.68E-06,0,MJ,0,0,0,0,0,0,0,0
"Asphalt binder, 3.5% styrene-butadiene-styrene (SBS), consumption mix, at terminal, from crude oil, 3.5% styrene-butadiene-styrene",1,kg,bbf3dc45-a370-405e-8996-7358b7f1841c,0.766927798,0.002102791,0.000254805,3.20E-11,0.042979231,0.686609081,0.002774946,9.88E-06,0,MJ,0,0,0,0,0,0,0,0
"Asphalt binder, 8% ground rubber tire (GRT), consumption mix, at terminal, from crude oil, 8% ground rubber tire",1,kg,72d5a381-8cae-4e1d-b0a3-26cc43b69867,0.622650353,0.001679153,0.000161967,2.55E-11,0.034946737,0.557696686,0.002245681,7.82E-06,0,MJ,0,0,0,0,0,0,0,0
"Asphalt binder, no additives, consumption mix, at terminal, from crude oil",1,kg,f8ce5199-1666-452b-a267-8797c94d0560,0.638458345,0.0017681,0.000171433,2.71E-11,0.036249113,0.570558254,0.002345906,8.35E-06,0,MJ,0,0,0,0,0,0,0,0
"Bauxite, at mine",1,kg,76a47261-8a9c-30a2-93a6-f5a029aded6f,0.052003825,0.000516073,6.00E-05,2.10E-10,0.011090527,0.051304546,1.56E-05,9.82E-07,0.009324103,MJ,0.001636921,3.21E-06,3.39E-07,1.98E-11,7.09E-05,0.00156695,2.32E-06,1.73E-08
"Benzene, at plant",1,kg,e07beee7-4b4c-350a-bcaf-ec71882bbb69,1.414078396,0.003265063,0.002021327,9.87E-09,0.092500467,1.323045709,0.003157038,9.71E-06,0.632099145,MJ,0.087823361,0.000189871,1.01E-05,1.31E-09,0.004032056,0.083109906,0.00015741,1.05E-06
Biodegradable loose fill,1,m3,c139b46e-e0c1-3be5-ad3d-451d6392bad6,66.88304108,0.113379076,0.018190872,8.75E-08,3.558933618,31.98600175,1.241612447,0.00049445,12.30144549,MJ,1.976739618,0.004273649,0.000226363,2.95E-08,0.090754032,1.870648555,0.003543006,2.36E-05
"Bituminous coal, combusted in industrial boiler",1,kg,26465530-69ff-3c68-834f-c67ccb6ee1b2,2.929734057,0.021166638,0.000298294,4.78E-08,0.149402116,2.715499195,0.004156779,0.000369171,0.144180189,MJ,0.023168553,5.01E-05,2.65E-06,3.45E-10,0.001063691,0.021925103,4.15E-05,2.77E-07
"Bituminous coal, combusted in industrial boiler, at pulp and paper mill (EXCL.)",1,kg,accc6b3b-6793-3964-b89d-82066f6977fc,2.906565248,0.000475943,2.44E-05,4.77E-08,0.003964962,2.692576468,0.004152802,0.000368664,0.14156119,MJ,0.022747702,4.92E-05,2.60E-06,3.39E-10,0.001044369,0.021526839,4.08E-05,2.72E-07
"Bucked and debarked log, hardwood, green, at veneer mill, E",1,m3,bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678,45.3181974,0.196813187,0.024092672,3.60E-07,6.273398176,44.03055053,0.038366288,0.000780505,124.9677872,MJ,20.08128037,0.043415094,0.002299572,2.99E-07,0.921951047,19.00352366,0.035992645,0.000240232
"Butadiene, at plant",1,kg,5d274fc8-65f3-3f3a-a583-f12cace7c494,2.070531327,0.003946646,0.001116272,7.30E-09,0.117109812,1.827088185,0.008601447,9.52E-06,1.30192813,MJ,0.191308448,0.000413603,2.19E-05,2.85E-09,0.008783156,0.181040977,0.000342891,2.29E-06
"Calcium carbonate, ground, 20 micron, at plant",1,kg,cdd860f4-48a6-3436-b86d-04424f8ee9d2,0.048938735,0.000192735,2.52E-05,4.59E-10,0.005935492,0.047318663,5.03E-05,7.69E-07,0.164251573,MJ,0.026392703,5.71E-05,3.02E-06,3.93E-10,0.001211715,0.024976214,4.73E-05,3.16E-07
"Calcium carbonate, ground, 30 micron, at plant",1,kg,d48fa04d-9401-3158-9ad1-8f37b902e397,0.031620267,0.000132619,1.48E-05,2.96E-10,0.004061642,0.030547268,3.32E-05,5.16E-07,0.109735214,MJ,0.017632541,3.81E-05,2.02E-06,2.63E-10,0.000809527,0.016686207,3.16E-05,2.11E-07
"Calcium carbonate, ground, fine slurry, 3 micron, at plant",1,kg,48be22f1-e30c-3e4a-8832-a9c5ed32350b,0.164748418,0.000453302,3.99E-05,2.29E-09,0.011605704,0.156636489,0.000267882,2.14E-06,0.872846534,MJ,0.140244674,0.000303278,1.61E-05,2.09E-09,0.006438952,0.132718005,0.000251358,1.68E-06
"Calcium carbonate, ground, fine treated, 3 micron, at plant",1,kg,34487c89-62dd-3d4e-98dd-06f0c382cc17,0.279519013,0.000719223,7.63E-05,8.64E-09,0.018057657,0.259614875,0.000680016,2.97E-06,1.240244247,MJ,0.199277198,0.000430922,2.28E-05,2.97E-09,0.009149236,0.188582323,0.000357163,2.38E-06
"Calcium carbonate, ground, screened grade, at plant",1,kg,247aa74a-8368-37b1-a090-96a1428ef30f,0.022298195,0.000116317,1.15E-05,2.18E-10,0.003603148,0.021504274,2.51E-05,3.27E-07,0.081906431,MJ,0.013160377,2.85E-05,1.51E-06,1.96E-10,0.000604206,0.012454063,2.36E-05,1.57E-07
"Carbon fiber, reinforced polymer; at plant",1,kg,5b069a14-422d-4fcc-9516-3cece8a8dddd,26.18476336,0.063273017,0.004989509,2.19E-07,7.588337018,24.39105009,0.055945357,0.000843061,74.52643831,MJ,11.95241253,0.025840738,0.001368709,1.78E-07,0.548746845,11.31092989,0.021422884,0.000142986
Carbon fiber; at plant,1,kg,b2c2eba7-28d2-43cf-b2ef-6bb9ba114bea,30.39173043,0.075148988,0.005658181,2.65E-07,9.492064054,28.29709438,0.064858411,0.00103389,90.03865103,MJ,14.43880988,0.031216251,0.001653435,2.15E-07,0.662899758,13.66388298,0.025879374,0.000172731
"Carbon monoxide, at plant",1,kg,e0368d96-44a3-3628-8220-e6ae975b0931,1.371142556,0.005115696,0.000249142,1.16E-10,0.024751599,1.0026,0.01299693,1.75E-05,0,MJ,0,0,0,0,0,0,0,0
"Cellulosic fiberboard, uncoated, at plant",1,kg,cced9535-72f6-3b3a-b3c0-ce21b98eea2b,1.232056171,0.006917547,0.000343959,4.71E-10,0.078182524,1.121269352,0.001912159,0.000216007,1.592375705,MJ,0.335144324,0.002685109,4.40E-05,1.68E-10,0.023317236,0.31821229,0.000534585,7.40E-06
"Chlorine, production mix, at plant",1,kg,faa85914-ec68-377e-aee5-0e0af4e27fc8,1.814823009,0.005033965,0.000283584,3.04E-07,0.105009167,1.692890162,0.003841111,4.98E-05,7.746051115,MJ,0.80321741,0.001736531,9.20E-05,1.20E-08,0.03687649,0.760108956,0.001439645,9.61E-06
"Chlorine; chlor-alkali average, membrane cell; at plant",1,kg,a3e150d0-770e-4e2a-9b19-f7daa8cda38b,0.563541199,0.001155141,6.03E-05,8.27E-09,0.026038194,0.526068773,0.001260908,7.74E-06,4.367488423,MJ,0.341998186,0.000739389,3.92E-05,5.10E-09,0.015701468,0.323643239,0.00061298,4.09E-06
"Cladding, roll formed, at plant",1,m2,7fa00b86-ca0f-321a-94a6-c8f68338a7cb,28.72301456,0.060902773,0.004534311,1.78E-08,1.168054127,27.42028888,0.044041877,0.000223874,6.413359678,MJ,1.029909917,0.002226633,0.000117938,1.53E-08,0.047284163,0.974634939,0.001845957,1.23E-05
"Combustion, dry wood residue, AP-42",1,MJ,6c96a609-cd7e-3f19-a151-27deb823d3e4,0.001732541,0.000165272,9.32E-06,0,0.005259766,0,9.02E-06,5.58E-06,0,MJ,0,0,0,0,0,0,0,0
"Combustion, wet wood residue, AP-42",1,MJ,5198d618-7bc8-3639-b4a1-de71d6d5f49a,0.001732541,6.30E-05,3.04E-06,0,0.001735008,0,9.02E-06,5.58E-06,0,MJ,0,0,0,0,0,0,0,0
"Compression molding, rigid composites part, at plant",1,kg,ab334aaf-bfe1-3785-91c5-3de1dc34c01b,7.927831829,0.011526221,0.004763805,4.02E-08,0.371539564,7.69513945,0.00487152,0.000361634,7.915315465,MJ,1.268551295,0.002742568,0.000145266,1.89E-08,0.05824042,1.200468501,0.002273686,1.52E-05
"Conditioned log, hardwood, green, at veneer mill, E",1,m3,eef00fd7-dbc0-3f3e-b012-56731b6b2e91,107.1706016,0.286482657,0.055907493,9.11E-06,8.864592409,105.2702755,0.05762405,0.000969175,169.1270282,MJ,27.17730184,0.058756468,0.003112161,4.05E-07,1.247736271,25.71870364,0.048711186,0.000325121
"Containerboard, 100% recycled, at mill",1,kg,12ba204b-7438-49df-abbb-b8cbe817927e,0.64469613,0.001693866,0.000199962,9.01E-09,0.04111907,0.620187871,0.000770579,1.06E-05,1.936241644,MJ,0.310984056,0.000672338,3.56E-05,4.63E-09,0.014277579,0.294293629,0.000557392,3.72E-06
"Containerboard, average production, at mill",1,kg,c245a252-0860-41d2-9789-802bab7984ab,1.911765115,0.004272402,0.000644517,4.64E-08,0.070462903,1.865557528,0.00108304,5.93E-05,1.609347568,MJ,0.255768273,0.000552963,2.93E-05,3.81E-09,0.011742569,0.242041261,0.000458426,3.06E-06
Corn steep liquor,1,kg,68f4d066-5043-34cc-a944-5041732f8e7a,0.008801049,0.0084624,0.000142429,0,0.000742906,0.006861,1.06E-05,6.21E-06,0,MJ,0,0,0,0,0,0,0,0
"Corn stover, production, average, US, 2022",1,kg,4d09380a-6297-392c-b1bb-74534b4d3d8e,0.043259211,0.001922914,0.000279223,1.24E-11,0.00042755,0.005794832,2.77E-05,0.000138448,0.004144733,MJ,0.000666024,1.44E-06,7.63E-08,9.92E-12,3.06E-05,0.000630279,1.19E-06,7.97E-09
"Corn, production, average, US, 2022",1,kg,1cbbcd09-ea17-3d9b-bc34-2cf42efe26ba,0.073143726,0.000316786,0.000160924,3.87E-10,0.002193011,0.065652831,8.66E-05,1.91E-05,0.017947014,MJ,0.002883935,6.23E-06,3.30E-07,4.30E-11,0.000132404,0.002729155,5.17E-06,3.45E-08
"Corn, whole plant, at field",1,kg,11256034-2355-3add-ade9-59983025dded,0.271041768,0.004782735,0.003315985,5.22E-10,0.088631774,0.113843898,0.00010547,0.000582041,0.06443714,MJ,0.010354511,2.24E-05,1.19E-06,1.54E-10,0.000475386,0.009798787,1.86E-05,1.24E-07
"Corrugated product, 100% recycled, at mill",1,kg,9c10be0f-e38e-4551-b8b5-eef65fa27dcc,0.124899583,0.000288121,4.36E-05,3.10E-10,0.01017866,0.122923163,5.89E-05,1.23E-06,0.010528833,MJ,0.001467405,3.17E-06,1.68E-07,2.19E-11,6.74E-05,0.00138865,2.63E-06,1.76E-08
"Corrugated product, average production, at mill",1,kg,226ed3c2-e020-4c95-b1fc-4559fc2d18ac,2.21766024,0.004905085,0.000744181,5.13E-08,0.084978191,2.166219934,0.001201499,6.65E-05,1.778288924,MJ,0.282402716,0.000610546,3.23E-05,4.21E-09,0.012965382,0.267246241,0.000506164,3.38E-06
"Cotton, whole plant, at field",1,kg,3ffdd525-d623-363f-8876-1999b0f5130f,2.979121997,0.039458689,0.025869052,6.07E-09,0.843220139,1.338450688,0.000783791,0.00610816,1.079443515,MJ,0.173457563,0.00037501,1.99E-05,2.58E-09,0.007963605,0.164148144,0.000310896,2.08E-06
"Crude palm kernel oil, at plant",1,kg,c77a668e-733b-3e86-9a1d-bcec8b0064dc,4.534606389,0.009668167,0.002158164,4.44E-07,0.256152053,3.82811975,0.025101012,9.51E-06,1.117887698,MJ,0.179635223,0.000388366,2.06E-05,2.68E-09,0.008247227,0.16999425,0.000321969,2.15E-06
"Diesel, combusted in industrial boiler",1,m3,53804132-4bd6-3b18-bfbd-14ac762431ef,3436.729856,3.824742912,1.945272602,9.06E-06,117.0486608,3422.678906,0.328324163,0.018136361,346.3661827,MJ,55.65815465,0.120331173,0.006373596,8.29E-07,2.555319831,52.67099703,0.099758789,0.000665837
"Diesel, combusted in industrial boiler, at pulp and paper mill (EXCL.)",1,m3,0924e625-e201-374c-8628-0c44df929cdd,3435.254558,1.209479734,1.816943098,9.05E-06,45.64008338,3421.233014,0.327531195,0.01810968,344.0572843,MJ,55.28713395,0.119529038,0.006331109,8.24E-07,2.538285911,52.3198889,0.099093791,0.000661398
"Diesel, combusted in industrial equipment",1,m3,d6ad7035-5498-3237-8abd-50e93b1eef89,3428.765797,38.70920275,4.157128489,9.06E-06,1361.634506,3396.678906,0.455849363,0.072740361,346.3661827,MJ,55.65815465,0.120331173,0.006373596,8.29E-07,2.555319831,52.67099703,0.099758789,0.000665837
"E-glass, at plant",1,kg,2d50471f-ae3a-337b-9e53-6ff319e39b55,1.456357014,0.003385746,0.000165241,1.18E-08,0.07186127,1.362203497,0.003134342,2.32E-05,4.625351738,MJ,0.74323618,0.001606853,8.51E-05,1.11E-08,0.034122693,0.703346902,0.001332138,8.89E-06
"Engineered flooring, hardwood, unfinished, E",1,m3,3b1cd62b-7788-3096-8b6e-9cb6cdc359f2,841.4017506,1.661670947,0.372023099,7.93E-05,50.92636326,817.5920896,0.785994643,0.005779562,1509.658684,MJ,242.5766961,0.524443157,0.027778243,3.61E-06,11.13693125,229.5576725,0.434781885,0.002901937
"Enzyme, Alpha-amylase, Novozyme Liquozyme",1,kg,391ccf45-4b61-37e9-a2f2-3e19afc0d4ef,1.2,0.0014,0,0,0.004497513,1.2,0,0,0,MJ,0,0,0,0,0,0,0,0
"Enzyme, Cellulase, Novozyme Celluclast",1,kg,3dd59224-ecba-3fb1-a2c9-9c01947b08b1,4.0894,0.015277,0,0,0.018029629,4.0894,0,0,0,MJ,0,0,0,0,0,0,0,0
"Enzyme, Glucoamylase, Novozyme Spirizyme",1,kg,5a782377-d196-304c-baec-fea559a4dfe2,4.4,0.009,0,0,0.014392041,4.4,0,0,0,MJ,0,0,0,0,0,0,0,0
Epoxy; at plant,1,kg,2daa9b57-fd08-4bdf-9e15-2ec7a432aa70,7.22060326,0.012271183,0.001148411,2.23E-08,0.331832586,6.7434503,0.016132011,9.45E-05,7.859286477,MJ,1.26292174,0.002730397,0.000144621,1.88E-08,0.057981961,1.195141083,0.002263595,1.51E-05
"EPS insulation board, at plant",1,kg,66691548-5be9-3c87-bf87-2f38136bc7bf,4.405479724,0.008038088,0.002143587,1.76E-08,0.287337645,4.086256827,0.010407582,0.000104059,3.908726251,MJ,0.612710466,0.001324661,7.02E-05,9.13E-09,0.028130131,0.579826467,0.00109819,7.33E-06
"Ethanol, 85%, at blending terminal, 2022",1,kg,64c379de-b24a-36d0-9170-d61d9d9d7278,16.4426802,0.096828979,0.620646167,1.15E-06,2.973844842,16.16652394,0.005117158,0.00048921,1.025913291,MJ,0.162376231,0.000351052,1.86E-05,2.42E-09,0.00745485,0.153661544,0.000291035,1.94E-06
"Ethanol, 85%, blended, at service station, 2022",1,kg,323a15f8-5c89-3deb-aad5-78133e487bef,16.47276168,0.096894014,0.620649612,1.15E-06,2.975225912,16.19499095,0.005171075,0.00048957,1.118066192,MJ,0.179663905,0.000388428,2.06E-05,2.68E-09,0.008248544,0.170021394,0.00032202,2.15E-06
"Ethanol, denatured, at refueling station, 2022",1,kg,da8e9d9f-c0e2-3c9b-9d0a-f7e5f1667639,20.10623265,0.119229907,0.765732683,1.42E-06,3.658931754,19.76816097,0.006228442,0.00060262,1.452875113,MJ,0.230403828,0.000498126,2.64E-05,3.43E-09,0.010578063,0.218038119,0.000412964,2.76E-06
"Ethanol, denatured, corn dry mill",1,kg,8e3e47ea-ed49-329e-8931-29115917bc81,2.539235331,0.003251121,0.001270367,2.57E-08,0.046633641,2.542035495,-0.002602953,0.000264187,0.273001267,MJ,0.037550692,8.12E-05,4.30E-06,5.60E-10,0.001723989,0.035535357,6.73E-05,4.49E-07
"Ethanol, denatured, corn stover, biochemical",1,kg,0879167f-989b-3e3b-b9c5-3c07ea0a3f8e,31.1880088,0.114997796,1.411195855,8.63E-08,3.582621344,30.69292288,0.005901009,0.0012425,5.74080918,MJ,0.922494921,0.001994405,0.000105638,1.37E-08,0.042352636,0.872984876,0.001653432,1.10E-05
"Ethanol, denatured, forest residues, thermochem",1,kg,d9cadd89-4203-375a-903a-63197cd29c6a,586.3680342,4.291542958,10.5369317,6.04E-05,136.3679687,576.3890437,0.270636482,0.008436049,11.64022932,MJ,1.870444742,0.004043842,0.000214191,2.79E-08,0.085873931,1.770058495,0.003352488,2.24E-05
"Ethanol, denatured, mixed feedstocks, at conversion facility, 2022",1,kg,1975f735-687a-39ea-96e7-e890e5a5bb51,20.08638924,0.119147424,0.765715093,1.42E-06,3.656018723,19.74850419,0.006225686,0.000602208,1.912845591,MJ,0.304317245,0.000657924,3.48E-05,4.53E-09,0.0139715,0.287984623,0.000545442,3.64E-06
"Ethanol, denatured, switchgrass, biochemical",1,kg,0898854c-e38f-3d23-880f-f8da7d65ca0c,6.121532739,0.01911122,1.418852021,1.08E-08,0.128597669,5.856924461,0.002103581,0.000775476,4.068152357,MJ,0.65371293,0.001413307,7.49E-05,9.74E-09,0.030012594,0.618628339,0.001171681,7.82E-06
"Ethanol, denatured, wheat straw, biochemical",1,kg,7aa8e2ff-0e2f-3e6c-b168-ec5168b4be6a,4.043649415,0.01009397,1.217217172,9.23E-09,0.075802204,3.957571909,0.001639501,0.000150933,3.429122081,MJ,0.551026098,0.001191301,6.31E-05,8.21E-09,0.025298142,0.521452681,0.000987631,6.59E-06
"Ethylene dichloride-vinyl chloride monomer, EDC-VCM; at plant",1,kg,53bb995e-2b64-4464-87f4-a3b79dcd1c32,1.617812243,0.003107455,0.000304133,2.07E-06,0.089554598,1.44010604,0.005112518,0.000111458,3.925415509,MJ,0.254384765,0.000549972,2.91E-05,3.79E-09,0.011679051,0.240732006,0.000455946,3.04E-06
"Ethylene glycol, materials production, organic compound, at plant, kg",1,kg,2a78de43-fdf2-4c5f-b527-89db6568ace8,1.818616699,0.002759589,0.000310606,3.05E-09,0.08200684,1.642734304,0.005059563,0.000128914,1.297614818,MJ,0.14839341,0.000320822,1.70E-05,2.21E-09,0.006812885,0.140429177,0.000265973,1.78E-06
"Ethylene oxide, at plant",1,kg,136cbdd8-ef76-3834-904d-6fce42b2b660,1.827632531,0.00434464,0.000228015,9.87E-10,0.113606179,1.7239398,0.002069263,0.00017264,0,MJ,0,0,0,0,0,0,0,0
"Ethylene, materials production, organic compound, at plant, kg",1,kg,520ecb54-7b55-42ca-97c3-4b8192189356,1.796973215,0.0034843,0.000456854,1.78E-09,0.106018595,1.555755382,0.006664186,0.000206048,0.364028389,MJ,0.042877095,9.27E-05,4.91E-06,6.39E-10,0.001968529,0.040575893,7.69E-05,5.13E-07
"Forest residue, dried, stored",1,kg,96087256-d181-30c8-ae17-f25e1f0eab0c,0.014316274,0.000120547,1.29E-05,1.91E-09,0.00380549,0.014033979,8.22E-06,1.77E-07,0.000351145,MJ,5.64E-05,1.22E-07,6.46E-09,8.41E-13,2.59E-06,5.34E-05,1.01E-07,6.75E-10
"Forest residue, processed and loaded, at landing system",1,kg,515c5359-a186-3394-b849-8676652228db,0.008968297,8.89E-05,8.59E-06,1.62E-09,0.002767984,0.008755483,6.66E-06,8.23E-08,0,MJ,0,0,0,0,0,0,0,0
"Fuel grade uranium, at regional storage",1,kg,a626a6b9-3877-36f5-ac98-f5844b6348dd,2984.274541,65.98902296,1.47399392,3.65E-05,476.8738306,2813.9765,5.637916752,0.04412617,14704.14955,MJ,2362.834105,5.108372724,0.270575786,3.52E-05,108.4800042,2236.021459,4.235021264,0.028266503
"Fuels, burned at bleached kraft market pulp mill, average production, at mill",1,MJ,41c595b2-230b-3303-ac12-e059acd6312f,0.271744311,0.000443531,4.13E-05,4.54E-08,0.005498771,0.269637837,2.85E-05,4.76E-06,0.001847858,MJ,0.000296935,6.42E-07,3.40E-08,4.42E-12,1.36E-05,0.000280999,5.32E-07,3.55E-09
"Fuels, burned at coated freesheet, average production, at mill",1,MJ,91050d57-0daf-3947-a2d4-ccc5d0ccbbd7,0.142485627,0.000623891,2.95E-05,1.74E-08,0.003699388,0.139128539,6.32E-05,5.91E-06,0.002840342,MJ,0.000456419,9.87E-07,5.23E-08,6.80E-12,2.10E-05,0.000431923,8.18E-07,5.46E-09
"Fuels, burned at coated mechanical paper, average production, at mill",1,MJ,3ca2d4df-c3d1-320a-a25d-5498ae069a6c,0.130035926,0.000438333,2.97E-05,1.63E-08,0.003586187,0.127258522,5.32E-05,4.78E-06,0.002498025,MJ,0.000401412,8.68E-07,4.60E-08,5.98E-12,1.84E-05,0.000379868,7.19E-07,4.80E-09
