origin_state,distance (km),eol_pathway
CA,7,Recycle
CA,7,Recycle
CA,7,Recycle
CA,7,Recycle
CA,7,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,8,Recycle
CA,9,Recycle
CA,9,Recycle
CA,9,Recycle
CA,9,Recycle
CA,9,Recycle
CA,9,Recycle
CA,9,Recycle
CA,9,Recycle
CA,9,Recycle
CA,9,Recycle
CA,9,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,10,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,11,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,12,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,13,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,14,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,15,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,16,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,17,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,18,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,19,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,20,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,21,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,22,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,23,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,24,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,25,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,26,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,27,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,28,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,29,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,30,Recycle
CA,31,Recycle
CA,31,Recycle
CA,31,Recycle
CA,31,Recycle
CA,31,Recycle
CA,31,Recycle
CA,31,Recycle
CA,31,Recycle
CA,31,Recycle
CA,31,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,32,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,33,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,34,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,35,Recycle
CA,36,Recycle
CA,36,Recycle
CA,36,Recycle
CA,36,Recycle
CA,36,Recycle
CA,36,Recycle
CA,36,Recycle
CA,36,Recycle
CA,36,Recycle
CA,36,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,37,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,38,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,39,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,40,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,41,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,42,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,43,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,44,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,45,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,46,Recycle
CA,47,Recycle
CA,47,Recycle
CA,47,Recycle
CA,47,Recycle
CA,47,Recycle
CA,47,Recycle
CA,47,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,48,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,49,Recycle
CA,50,Recycle
CA,50,Recycle
CA,50,Recycle
CA,50,Recycle
CA,50,Recycle
CA,50,Recycle
CA,50,Recycle
CA,50,Recycle
CA,50,Recycle
CA,50,Recycle
CA,51,Recycle
CA,51,Recycle
CA,51,Recycle
CA,51,Recycle
CA,51,Recycle
CA,51,Recycle
CA,51,Recycle
CA,51,Recycle
CA,52,Recycle
CA,52,Recycle
CA,52,Recycle
CA,52,Recycle
CA,52,Recycle
CA,52,Recycle
CA,52,Recycle
CA,52,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,53,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,54,Recycle
CA,55,Recycle
CA,55,Recycle
CA,55,Recycle
CA,55,Recycle
CA,55,Recycle
CA,55,Recycle
CA,55,Recycle
CA,55,Recycle
CA,55,Recycle
CA,55,Recycle
CA,55,Recycle
CA,56,Recycle
CA,56,Recycle
CA,56,Recycle
CA,56,Recycle
CA,56,Recycle
CA,56,Recycle
CA,56,Recycle
CA,56,Recycle
CA,56,Recycle
CA,56,Recycle
CA,56,Recycle
CA,57,Recycle
CA,57,Recycle
CA,57,Recycle
CA,57,Recycle
CA,57,Recycle
CA,57,Recycle
CA,57,Recycle
CA,57,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,58,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,59,Recycle
CA,60,Recycle
CA,60,Recycle
CA,60,Recycle
CA,60,Recycle
CA,60,Recycle
CA,61,Recycle
CA,61,Recycle
CA,61,Recycle
CA,61,Recycle
CA,61,Recycle
CA,61,Recycle
CA,61,Recycle
CA,61,Recycle
CA,61,Recycle
CA,61,Recycle
CA,62,Recycle
CA,62,Recycle
CA,62,Recycle
CA,62,Recycle
CA,62,Recycle
CA,62,Recycle
CA,62,Recycle
CA,62,Recycle
CA,63,Recycle
CA,63,Recycle
CA,63,Recycle
CA,63,Recycle
CA,63,Recycle
CA,63,Recycle
CA,63,Recycle
CA,63,Recycle
CA,63,Recycle
CA,63,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,64,Recycle
CA,65,Recycle
CA,65,Recycle
CA,65,Recycle
CA,65,Recycle
CA,65,Recycle
CA,65,Recycle
CA,65,Recycle
CA,65,Recycle
CA,65,Recycle
CA,65,Recycle
CA,65,Recycle
CA,66,Recycle
CA,66,Recycle
CA,66,Recycle
CA,66,Recycle
CA,66,Recycle
CA,66,Recycle
CA,66,Recycle
CA,66,Recycle
CA,66,Recycle
CA,66,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,67,Recycle
CA,68,Recycle
CA,68,Recycle
CA,68,Recycle
CA,68,Recycle
CA,68,Recycle
CA,68,Recycle
CA,68,Recycle
CA,68,Recycle
CA,68,Recycle
CA,68,Recycle
CA,68,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,69,Recycle
CA,70,Recycle
CA,70,Recycle
CA,70,Recycle
CA,70,Recycle
CA,70,Recycle
CA,70,Recycle
CA,70,Recycle
CA,70,Recycle
CA,70,Recycle
CA,70,Recycle
CA,71,Recycle
CA,71,Recycle
CA,71,Recycle
CA,71,Recycle
CA,71,Recycle
CA,71,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,72,Recycle
CA,73,Recycle
CA,73,Recycle
CA,73,Recycle
CA,73,Recycle
CA,73,Recycle
CA,73,Recycle
CA,73,Recycle
CA,73,Recycle
CA,73,Recycle
CA,73,Recycle
CA,73,Recycle
CA,73,Recycle
CA,74,Recycle
CA,74,Recycle
CA,74,Recycle
CA,74,Recycle
CA,74,Recycle
CA,74,Recycle
CA,75,Recycle
CA,75,Recycle
CA,75,Recycle
CA,75,Recycle
CA,75,Recycle
CA,75,Recycle
CA,75,Recycle
CA,76,Recycle
CA,76,Recycle
CA,76,Recycle
CA,76,Recycle
CA,76,Recycle
CA,77,Recycle
CA,77,Recycle
CA,77,Recycle
CA,77,Recycle
CA,77,Recycle
CA,77,Recycle
CA,78,Recycle
CA,78,Recycle
CA,78,Recycle
CA,78,Recycle
CA,78,Recycle
CA,78,Recycle
CA,78,Recycle
CA,79,Recycle
CA,79,Recycle
CA,79,Recycle
CA,79,Recycle
CA,79,Recycle
CA,79,Recycle
CA,79,Recycle
CA,79,Recycle
CA,79,Recycle
CA,79,Recycle
CA,80,Recycle
CA,80,Recycle
CA,80,Recycle
CA,80,Recycle
CA,81,Recycle
CA,81,Recycle
CA,81,Recycle
CA,81,Recycle
CA,81,Recycle
CA,81,Recycle
CA,81,Recycle
CA,82,Recycle
CA,82,Recycle
CA,82,Recycle
CA,83,Recycle
CA,83,Recycle
CA,83,Recycle
CA,83,Recycle
CA,83,Recycle
CA,83,Recycle
CA,84,Recycle
CA,84,Recycle
CA,84,Recycle
CA,84,Recycle
CA,84,Recycle
CA,84,Recycle
CA,85,Recycle
CA,85,Recycle
CA,85,Recycle
CA,86,Recycle
CA,86,Recycle
CA,86,Recycle
CA,87,Recycle
CA,87,Recycle
CA,87,Recycle
CA,87,Recycle
CA,88,Recycle
CA,88,Recycle
CA,88,Recycle
CA,88,Recycle
CA,88,Recycle
CA,88,Recycle
CA,89,Recycle
CA,89,Recycle
CA,89,Recycle
CA,89,Recycle
CA,89,Recycle
CA,90,Recycle
CA,90,Recycle
CA,90,Recycle
CA,91,Recycle
CA,91,Recycle
CA,91,Recycle
CA,91,Recycle
CA,92,Recycle
CA,92,Recycle
CA,92,Recycle
CA,93,Recycle
CA,93,Recycle
CA,93,Recycle
CA,93,Recycle
CA,93,Recycle
CA,93,Recycle
CA,93,Recycle
CA,94,Recycle
CA,94,Recycle
CA,95,Recycle
CA,95,Recycle
CA,95,Recycle
CA,95,Recycle
CA,96,Recycle
CA,96,Recycle
CA,96,Recycle
CA,97,Recycle
CA,97,Recycle
CA,97,Recycle
CA,98,Recycle
CA,98,Recycle
CA,98,Recycle
CA,98,Recycle
CA,98,Recycle
CA,99,Recycle
CA,99,Recycle
CA,99,Recycle
CA,101,Recycle
CA,101,Recycle
CA,101,Recycle
CA,101,Recycle
CA,102,Recycle
CA,102,Recycle
CA,102,Recycle
CA,102,Recycle
CA,102,Recycle
CA,103,Recycle
CA,103,Recycle
CA,103,Recycle
CA,104,Recycle
CA,104,Recycle
CA,104,Recycle
CA,104,Recycle
CA,104,Recycle
CA,104,Recycle
CA,104,Recycle
CA,105,Recycle
CA,105,Recycle
CA,105,Recycle
CA,105,Recycle
CA,105,Recycle
CA,107,Recycle
CA,107,Recycle
CA,108,Recycle
CA,109,Recycle
CA,109,Recycle
CA,109,Recycle
CA,110,Recycle
CA,110,Recycle
CA,110,Recycle
CA,111,Recycle
CA,111,Recycle
CA,111,Recycle
CA,112,Recycle
CA,113,Recycle
CA,113,Recycle
CA,113,Recycle
CA,113,Recycle
CA,114,Recycle
CA,115,Recycle
CA,116,Recycle
CA,116,Recycle
CA,116,Recycle
CA,117,Recycle
CA,117,Recycle
CA,117,Recycle
CA,118,Recycle
CA,118,Recycle
CA,119,Recycle
CA,119,Recycle
CA,120,Recycle
CA,121,Recycle
CA,121,Recycle
CA,121,Recycle
CA,122,Recycle
CA,122,Recycle
CA,122,Recycle
CA,123,Recycle
CA,123,Recycle
CA,123,Recycle
CA,123,Recycle
CA,124,Recycle
CA,124,Recycle
CA,125,Recycle
CA,125,Recycle
CA,125,Recycle
CA,125,Recycle
CA,126,Recycle
CA,126,Recycle
CA,126,Recycle
CA,126,Recycle
CA,127,Recycle
CA,127,Recycle
CA,127,Recycle
CA,128,Recycle
CA,128,Recycle
CA,128,Recycle
CA,128,Recycle
CA,129,Recycle
CA,129,Recycle
CA,130,Recycle
CA,130,Recycle
CA,130,Recycle
CA,131,Recycle
CA,131,Recycle
CA,132,Recycle
CA,132,Recycle
CA,132,Recycle
CA,132,Recycle
CA,133,Recycle
CA,133,Recycle
CA,133,Recycle
CA,134,Recycle
CA,134,Recycle
CA,135,Recycle
CA,137,Recycle
CA,137,Recycle
CA,137,Recycle
CA,137,Recycle
CA,138,Recycle
CA,138,Recycle
CA,138,Recycle
CA,139,Recycle
CA,139,Recycle
CA,142,Recycle
CA,142,Recycle
CA,143,Recycle
CA,144,Recycle
CA,144,Recycle
CA,145,Recycle
CA,145,Recycle
CA,146,Recycle
CA,146,Recycle
CA,146,Recycle
CA,147,Recycle
CA,147,Recycle
CA,147,Recycle
CA,147,Recycle
CA,148,Recycle
CA,149,Recycle
CA,149,Recycle
CA,150,Recycle
CA,150,Recycle
CA,151,Recycle
CA,153,Recycle
CA,153,Recycle
CA,153,Recycle
CA,154,Recycle
CA,156,Recycle
CA,158,Recycle
CA,159,Recycle
CA,160,Recycle
CA,160,Recycle
CA,161,Recycle
CA,161,Recycle
CA,162,Recycle
CA,162,Recycle
CA,163,Recycle
CA,163,Recycle
CA,163,Recycle
CA,165,Recycle
CA,166,Recycle
CA,166,Recycle
CA,166,Recycle
CA,167,Recycle
CA,167,Recycle
CA,168,Recycle
CA,168,Recycle
CA,168,Recycle
CA,168,Recycle
CA,168,Recycle
CA,168,Recycle
CA,169,Recycle
CA,169,Recycle
CA,169,Recycle
CA,169,Recycle
CA,170,Recycle
CA,170,Recycle
CA,171,Recycle
CA,171,Recycle
CA,171,Recycle
CA,171,Recycle
CA,171,Recycle
CA,172,Recycle
CA,172,Recycle
CA,172,Recycle
CA,172,Recycle
CA,173,Recycle
CA,173,Recycle
CA,174,Recycle
CA,174,Recycle
CA,175,Recycle
CA,175,Recycle
CA,175,Recycle
CA,176,Recycle
CA,176,Recycle
CA,177,Recycle
CA,178,Recycle
CA,178,Recycle
CA,178,Recycle
CA,181,Recycle
CA,181,Recycle
CA,182,Recycle
CA,186,Recycle
CA,187,Recycle
CA,188,Recycle
CA,189,Recycle
CA,192,Recycle
CA,192,Recycle
CA,195,Recycle
CA,196,Recycle
CA,196,Recycle
CA,197,Recycle
CA,201,Recycle
CA,202,Recycle
CA,204,Recycle
CA,204,Recycle
CA,205,Recycle
CA,213,Recycle
CA,213,Recycle
CA,216,Recycle
CA,216,Recycle
CA,219,Recycle
CA,219,Recycle
CA,223,Recycle
CA,224,Recycle
CA,230,Recycle
CA,246,Recycle
CA,251,Recycle
CA,261,Recycle
CA,266,Recycle
CA,267,Recycle
CA,272,Recycle
CO,8,Compost
CO,14,Compost
CO,30,Compost
CO,31,Compost
CO,32,Compost
CO,34,Compost
CO,39,Compost
CO,44,Compost
CO,49,Compost
CO,54,Compost
CO,58,Compost
CO,61,Compost
CO,63,Compost
CO,64,Compost
CO,68,Compost
CO,69,Compost
CO,71,Compost
CO,72,Compost
CO,76,Compost
CO,77,Compost
CO,78,Compost
CO,81,Compost
CO,87,Compost
